cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
253926	28214	0.9	0.055618	0	0	0.10126	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
282139	28213	1	0.05549	3.5445e-05	0	0.10091	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	9
32791	32792	0.1	0.47793	0	0	0.060716	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
65582	32791	0.2	0.23745	6.0992e-05	0	0.062914	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
98373	32791	0.3	0.12713	6.0992e-05	0	0.06026	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
131164	32791	0.4	0.076776	3.0496e-05	0	0.061785	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
163955	32791	0.49999	0.053428	0	0	0.059407	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
196746	32791	0.59999	0.042889	3.0496e-05	0	0.064072	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
229537	32791	0.69999	0.037046	0	0	0.062182	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
262328	32791	0.79999	0.034143	3.0496e-05	0	0.062639	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
295119	32791	0.89999	0.034326	0	0	0.059254	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
327910	32791	0.99998	0.03357	0	0	0.063493	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
327915	5	1	0.033582	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	9
386105	386106	0.1	0.46465	0	0	0.033452	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
772210	386105	0.2	0.22079	2.59e-06	0	0.033688	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
1158315	386105	0.3	0.1099	0	0	0.033346	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
1544420	386105	0.4	0.059053	0	0	0.033918	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
1930525	386105	0.5	0.03636	2.59e-06	0	0.033651	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
2316630	386105	0.6	0.02574	0	0	0.033765	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
2702735	386105	0.7	0.021175	5.1799e-06	0	0.034027	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
3088840	386105	0.8	0.01917	5.1799e-06	0	0.033817	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
3474945	386105	0.9	0.018065	5.1799e-06	0	0.033284	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
3861050	386105	1	0.017619	2.59e-06	0	0.033693	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
3861051	1	1	0.017619	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	9
161146	161147	0.1	0.48702	0	0	0.080951	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
322292	161146	0.2	0.24857	0	0	0.0812	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
483438	161146	0.3	0.13711	0	0	0.080728	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
644584	161146	0.4	0.085808	0	0	0.081957	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
805730	161146	0.5	0.062336	6.2056e-06	0	0.080809	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
966876	161146	0.6	0.050742	0	0	0.080976	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
1128022	161146	0.7	0.045653	0	0	0.07935	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
1289168	161146	0.8	0.043079	0	0	0.080232	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
1450314	161146	0.9	0.042295	1.8617e-05	0	0.080368	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
1611459	161145	1	0.041761	0	0	0.080617	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	9
102696	102697	0.1	0.49383	9.7374e-06	0	0.097598	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
205392	102696	0.2	0.25754	0	0	0.095213	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
308088	102696	0.3	0.14713	9.7375e-06	0	0.095379	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
410784	102696	0.4	0.094741	0	0	0.097394	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
513480	102696	0.5	0.071083	0	0	0.095612	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
616176	102696	0.6	0.060142	0	0	0.096274	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
718872	102696	0.7	0.054646	0	0	0.095593	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
821568	102696	0.79999	0.051503	9.7375e-06	0	0.096352	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
924264	102696	0.89999	0.050448	0	0	0.096021	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
1026960	102696	0.99999	0.049801	9.7375e-06	0	0.097628	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
1026967	7	1	0.049805	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	9
11976	11977	0.1	0.47321	8.3493e-05	0	0.049679	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
23952	11976	0.19999	0.23212	0	0	0.046259	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
35928	11976	0.29999	0.12187	8.35e-05	0	0.050434	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
47904	11976	0.39998	0.07224	0	0	0.049766	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
59880	11976	0.49997	0.048193	8.35e-05	0	0.047846	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
71856	11976	0.59997	0.03814	0	0	0.043838	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
83832	11976	0.69996	0.031294	0	0	0.047512	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
95808	11976	0.79995	0.029524	0.000167	0	0.051019	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
107784	11976	0.89995	0.028255	0	0	0.05177	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
119760	11976	0.99994	0.028488	0	0	0.048096	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
119767	7	1	0.028488	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	9
7750	7751	0.1	0.45492	0.00012902	0	0.008644	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
15500	7750	0.19999	0.21149	0.00012903	0	0.0083871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
23250	7750	0.29998	0.098364	0	0	0.007871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
31000	7750	0.39997	0.049234	0	0	0.0074839	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
38750	7750	0.49996	0.025804	0.00012903	0	0.0060645	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
46500	7750	0.59995	0.016153	0.00012903	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
54250	7750	0.69994	0.011612	0	0	0.008	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
62000	7750	0.79993	0.0099603	0.00025806	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
69750	7750	0.89992	0.0091345	0.00012903	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
77500	7750	0.99991	0.0088765	0	0	0.0083871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
77507	7	1	0.0088249	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	9
8098	8099	0.1	0.48027	0.00037042	0	0.063094	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
16196	8098	0.19999	0.24226	0.00012349	0	0.067054	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
24294	8098	0.29998	0.12782	0.00012349	0	0.063472	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
32392	8098	0.39997	0.078234	0	0	0.065325	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
40490	8098	0.49996	0.052798	0	0	0.065201	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
48588	8098	0.59995	0.042278	0.00012349	0	0.068906	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
56686	8098	0.69994	0.036697	0	0	0.065695	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
64784	8098	0.79993	0.036993	0.00012349	0	0.063843	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
72882	8098	0.89992	0.035116	0	0	0.062485	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
80980	8098	0.99991	0.037339	0	0	0.070017	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
80987	7	1	0.037339	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	9
2926	2927	0.10002	0.49125	0.00034165	0	0.084728	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
5852	2926	0.20001	0.2541	0	0	0.08134	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
8778	2926	0.29999	0.14776	0	0	0.079289	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
11704	2926	0.39998	0.095954	0	0	0.088175	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
14630	2926	0.49997	0.073537	0	0	0.08715	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
17556	2926	0.59995	0.060826	0.00034176	0	0.086124	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
20482	2926	0.69994	0.056178	0	0	0.080656	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
23408	2926	0.79992	0.056178	0.00034176	0	0.092618	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
26334	2926	0.89991	0.055905	0	0	0.088517	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
29260	2926	0.9999	0.055631	0.00034176	0	0.090909	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
29263	3	1	0.055631	0	0	0.33333	0	0	Gene - participates - Cancer-Hallmarks	GpH	10
41670	41671	0.1	0.48665	2.3998e-05	0	0.085839	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
83340	41670	0.2	0.24811	0	0	0.083129	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
125010	41670	0.3	0.13988	0	0	0.084017	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
166680	41670	0.39999	0.08859	0	0	0.081521	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
208350	41670	0.49999	0.064669	0	0	0.083441	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
250020	41670	0.59999	0.053208	0	0	0.082529	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
291690	41670	0.69999	0.049109	0	0	0.084521	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
333360	41670	0.79999	0.046095	0	0	0.083105	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
375030	41670	0.89999	0.044655	0	0	0.082505	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
416700	41670	0.99998	0.043714	0	0	0.084281	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
416707	7	1	0.043704	0	0	0	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	10
16843	16844	0.1	0.5119	0	0	0.13364	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
33686	16843	0.2	0.28128	0	0	0.13056	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
50529	16843	0.3	0.17089	0	0	0.13382	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
67372	16843	0.4	0.11869	0	0	0.12777	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
84215	16843	0.5	0.09364	0.00011874	0	0.13317	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
101058	16843	0.6	0.083167	0	0	0.13169	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
117901	16843	0.7	0.075734	0	0	0.12706	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
134744	16843	0.8	0.073976	0	0	0.12955	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
151587	16843	0.9	0.071839	0	0	0.13382	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
168430	16843	0.99999	0.070082	5.9372e-05	0	0.13442	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
168431	1	1	0.070082	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	10
19287	19288	0.1	0.50859	0	0	0.13283	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
38574	19287	0.2	0.27695	5.1848e-05	0	0.13263	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
57861	19287	0.3	0.16668	0	0	0.12879	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
77148	19287	0.4	0.11438	0	0	0.13102	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
96435	19287	0.5	0.090796	5.1848e-05	0	0.12993	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
115722	19287	0.6	0.080551	5.1848e-05	0	0.13009	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
135009	19287	0.7	0.073541	0	0	0.12843	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
154296	19287	0.8	0.072297	5.1848e-05	0	0.12853	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
173583	19287	0.9	0.070181	0	0	0.12972	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
192870	19287	0.99999	0.068315	0	0	0.13641	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
192871	1	1	0.068315	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	10
135469	135470	0.1	0.47951	0	0	0.066472	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
270938	135469	0.2	0.23962	0	0	0.065336	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
406407	135469	0.3	0.12881	0	0	0.064841	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
541876	135469	0.4	0.077777	0	0	0.065115	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
677345	135469	0.5	0.053509	0	0	0.064465	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
812814	135469	0.6	0.042593	0	0	0.065461	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
948283	135469	0.7	0.037428	0	0	0.065174	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
1083752	135469	0.8	0.035102	0	0	0.065336	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
1219221	135469	0.9	0.033935	7.3818e-06	0	0.065247	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
1354690	135469	1	0.033652	0	0	0.064915	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
1354695	5	1	0.033652	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	10
33051	33052	0.1	0.50486	3.0255e-05	0	0.12087	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
66102	33051	0.2	0.26824	0	0	0.11867	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
99153	33051	0.3	0.1605	0	0	0.12069	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
132204	33051	0.4	0.10796	0	0	0.12175	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
165255	33051	0.49999	0.082429	0	0	0.12348	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
198306	33051	0.59999	0.068208	0	0	0.11806	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
231357	33051	0.69999	0.06459	0	0	0.12124	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
264408	33051	0.79999	0.061395	0	0	0.11724	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
297459	33051	0.89999	0.059797	3.0256e-05	0	0.11821	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
330510	33051	0.99998	0.059229	0	0	0.12118	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
330515	5	1	0.059241	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	10
190749	190750	0.1	0.49909	0	0	0.1087	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
381498	190749	0.2	0.26411	0	0	0.10979	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
572247	190749	0.3	0.15315	0	0	0.10797	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
762996	190749	0.4	0.10122	0	0	0.10882	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
953745	190749	0.5	0.076293	0	0	0.10843	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1144494	190749	0.6	0.064961	0	0	0.10881	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1335243	190749	0.7	0.058965	0	0	0.10856	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1525992	190749	0.8	0.056495	0	0	0.10892	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1716741	190749	0.9	0.055449	0	0	0.10923	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1907490	190749	1	0.054931	0	0	0.10956	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
1907491	1	1	0.054929	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	10
28214	28215	0.1	0.49604	3.5442e-05	0	0.10395	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
56428	28214	0.2	0.2586	0	0	0.10364	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
84642	28214	0.3	0.15167	3.5443e-05	0	0.1019	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
112856	28214	0.4	0.099823	3.5443e-05	0	0.10342	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
141070	28214	0.5	0.075891	3.5443e-05	0	0.10105	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
169284	28214	0.6	0.06489	0	0	0.1008	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
197498	28214	0.7	0.05885	0	0	0.10349	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
225712	28214	0.8	0.056993	0	0	0.10318	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
253926	28214	0.9	0.05454	3.5443e-05	0	0.10162	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
282139	28213	1	0.053335	0	0	0.10407	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	10
32791	32792	0.1	0.47613	6.099e-05	0	0.062119	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
65582	32791	0.2	0.23491	0	0	0.060992	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
98373	32791	0.3	0.12752	0	0	0.063493	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
131164	32791	0.4	0.076971	3.0496e-05	0	0.061236	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
163955	32791	0.49999	0.053282	0	0	0.063767	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
196746	32791	0.59999	0.042974	0	0	0.064652	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
229537	32791	0.69999	0.037461	0	0	0.064011	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
262328	32791	0.79999	0.035546	0	0	0.063432	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
295119	32791	0.89999	0.033948	3.0496e-05	0	0.062944	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
327910	32791	0.99998	0.033484	0	0	0.063402	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
327915	5	1	0.033484	0	0	0.2	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	10
386105	386106	0.1	0.46451	0	0	0.034076	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
772210	386105	0.2	0.22156	0	0	0.034061	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
1158315	386105	0.3	0.11011	2.59e-06	0	0.033304	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
1544420	386105	0.4	0.05952	0	0	0.033527	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
1930525	386105	0.5	0.036222	0	0	0.033506	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
2316630	386105	0.6	0.026099	0	0	0.034094	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
2702735	386105	0.7	0.02135	0	0	0.034169	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
3088840	386105	0.8	0.018945	2.59e-06	0	0.03374	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
3474945	386105	0.9	0.017859	7.7699e-06	0	0.033271	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
3861050	386105	1	0.017588	0	0	0.033755	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
3861051	1	1	0.017588	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	10
161146	161147	0.1	0.48627	0	0	0.079486	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
322292	161146	0.2	0.24805	0	0	0.081193	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
483438	161146	0.3	0.13742	0	0	0.080461	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
644584	161146	0.4	0.085674	0	0	0.080188	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
805730	161146	0.5	0.061579	6.2056e-06	0	0.080784	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
966876	161146	0.6	0.051233	0	0	0.079754	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
1128022	161146	0.7	0.045569	0	0	0.081026	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
1289168	161146	0.8	0.043285	0	0	0.080436	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
1450314	161146	0.9	0.042113	0	0	0.081007	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
1611459	161145	1	0.041647	0	0	0.080666	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	10
102696	102697	0.1	0.49336	0	0	0.097023	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
205392	102696	0.2	0.25854	0	0	0.098387	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
308088	102696	0.3	0.1467	0	0	0.097014	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
410784	102696	0.4	0.095629	0	0	0.09571	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
513480	102696	0.5	0.070549	0	0	0.098037	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
616176	102696	0.6	0.059854	0	0	0.09534	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
718872	102696	0.7	0.054296	0	0	0.095817	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
821568	102696	0.79999	0.05199	0	0	0.095456	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
924264	102696	0.89999	0.051227	9.7375e-06	0	0.096255	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
1026960	102696	0.99999	0.051195	0	0	0.095973	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
1026967	7	1	0.051199	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	10
11976	11977	0.1	0.47311	0	0	0.051014	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
23952	11976	0.19999	0.22871	8.35e-05	0	0.051102	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
35928	11976	0.29999	0.12464	8.35e-05	0	0.049098	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
47904	11976	0.39998	0.071371	0.000167	0	0.051186	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
59880	11976	0.49997	0.046423	8.35e-05	0	0.050184	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
71856	11976	0.59997	0.036537	8.35e-05	0	0.050518	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
83832	11976	0.69996	0.032563	0	0	0.049516	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
95808	11976	0.79995	0.028756	0.000167	0	0.051687	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
107784	11976	0.89995	0.028455	0	0	0.051603	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
119760	11976	0.99994	0.028622	8.35e-05	0	0.053023	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
119767	7	1	0.028589	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	10
7750	7751	0.1	0.4543	0.00012902	0	0.0069668	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
15500	7750	0.19999	0.21097	0	0	0.0061935	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
23250	7750	0.29998	0.10316	0	0	0.0082581	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
31000	7750	0.39997	0.051453	0.00012903	0	0.0064516	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
38750	7750	0.49996	0.027868	0.00012903	0	0.0072258	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
46500	7750	0.59995	0.015431	0	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
54250	7750	0.69994	0.011973	0	0	0.0091613	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
62000	7750	0.79993	0.0089281	0	0	0.010323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
69750	7750	0.89992	0.007896	0.00012903	0	0.0063226	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
77500	7750	0.99991	0.0081024	0	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
77507	7	1	0.0081024	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	10
8098	8099	0.1	0.47879	0.00012347	0	0.065687	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	10
16196	8098	0.19999	0.23939	0	0	0.071005	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	10
